[2025-03-02 16:48:45] Received scan results from client 151
Invalid Props Reported by Client:
1. Category: Lights | Object: V_44_D_emis | Name: Light 36
2. Category: Lights | Object: apa_mp_h_lit_floorlamp_04 | Name: Light 39
3. Category: Lights | Object: hei_heist_lit_lamptable_05 | Name: Light 43
4. Category: Details | Object: v_20_ornaeagle | Name: Figurine adelaar
5. Category: Storage | Object: v_61_lng_mesh_unitc | Name: Bookcase white
6. Category: Bathroom | Object: prop_sink_03 | Name: Sink 5
7. Category: Walldecoration | Object: apa_mp_stilts_bed_art | Name: 3d art
8. Category: Walldecoration | Object: apa_mp_stilts_a_study_pics | Name: Paintingen
Starting furniture analysis from ak47_housing table...
=== Global Prop Usage Summary ===
  Prop: prop_cs_whiskey_bottle | Count: 2
  Prop: ba_prop_int_edgy_stool | Count: 5
  Prop: v_res_m_lampstand2 | Count: 5
  Prop: ch_prop_arcade_monkey_01a | Count: 1
  Prop: prop_pooltable_02 | Count: 1
  Prop: prop_bottle_cognac | Count: 1
  Prop: prop_tumbler_01 | Count: 2
  Prop: v_res_mbsink | Count: 1
  Prop: apa_mp_h_acc_coffeemachine_01 | Count: 1
  Prop: v_res_tre_washbasket | Count: 1
  Prop: v_res_tt_porndvd01 | Count: 1
  Prop: ch_prop_arcade_street_01c | Count: 1
  Prop: ba_prop_battle_lights_wall_l_b | Count: 4
  Prop: prop_chall_lamp_02 | Count: 17
  Prop: prop_cs_panties | Count: 1
  Prop: p_cs_cuffs_02_s | Count: 1
  Prop: prop_micro_02 | Count: 1
  Prop: beerrow_world | Count: 1
  Prop: p_new_j_counter_02 | Count: 1
  Prop: ch_prop_arcade_claw_01a | Count: 1
  Prop: v_res_d_whips | Count: 1
  Prop: apa_mp_h_din_table_05 | Count: 1
  Prop: p_v_43_safe_s | Count: 1
  Prop: prop_bar_shots | Count: 1
  Prop: v_res_fa_chopbrd | Count: 1
  Prop: prop_towel_rail_01 | Count: 1
  Prop: prop_ld_int_safe_01 | Count: 1
  Prop: prop_wall_light_03a | Count: 15
  Prop: prop_pot_05 | Count: 1
  Prop: prop_cs_champ_flute | Count: 4
  Prop: prop_vend_soda_01 | Count: 1
  Prop: prop_hotel_clock_01 | Count: 4
  Prop: v_res_d_paddedwall | Count: 1
  Prop: prop_bar_stirrers | Count: 1
  Prop: v_med_p_floorlamp | Count: 7
  Prop: ex_mp_h_din_table_05 | Count: 2
  Prop: v_res_tre_mixer | Count: 1
  Prop: prop_kitch_juicer | Count: 1
  Prop: apa_mp_h_yacht_sofa_02 | Count: 2
  Prop: prop_toilet_01 | Count: 1
  Prop: ch_prop_arcade_street_01a | Count: 1
  Prop: v_res_fa_potcof | Count: 1
  Prop: prop_champ_01b | Count: 1
  Prop: prop_bush_ivy_02_pot | Count: 2
  Prop: prop_cherenkov_02 | Count: 5
  Prop: apa_mp_h_bathtub_01 | Count: 1
  Prop: apa_mp_h_acc_fruitbowl_02 | Count: 1
  Prop: prop_champ_flute | Count: 4
  Prop: prop_pool_rack_01 | Count: 1
  Prop: prop_champ_cool | Count: 1
  Prop: prop_bush_ivy_02_2m | Count: 2
  Prop: apa_mp_h_acc_plant_palm_01 | Count: 3
  Prop: vodkarow | Count: 3
  Prop: v_res_d_dildo_a | Count: 1
  Prop: prop_cava | Count: 1
  Prop: ch_prop_arcade_street_01b | Count: 1
  Prop: prop_tv_flat_01 | Count: 1
  Prop: ch_prop_arcade_street_01d | Count: 1
  Prop: apa_mp_h_str_shelfwallm_01 | Count: 1
  Prop: ex_p_h_acc_artwallm_03 | Count: 1
  Prop: prop_bush_ivy_01_1m | Count: 1
  Prop: apa_mp_h_str_sideboardl_14 | Count: 4
  Prop: v_res_mutensils | Count: 1
  Prop: v_res_m_dinetble_replace | Count: 1
  Prop: prop_bar_pump_09 | Count: 3
  Prop: prop_bar_fridge_03 | Count: 1
  Prop: v_res_d_lube | Count: 1
  Prop: apa_mp_h_acc_plant_tall_01 | Count: 2
  Prop: hei_heist_bed_chestdrawer_04 | Count: 3
  Prop: prop_bush_ivy_01_r | Count: 1
  Prop: prop_cherenkov_03 | Count: 3
  Prop: v_res_msonbed | Count: 1
  Prop: v_res_d_dildo_f | Count: 1
  Prop: prop_wall_light_01a | Count: 2
  Prop: h4_prop_h4_safe_01a | Count: 2
  Total props in house: 174
House ID: 599
  Total props in house: 0
House ID: 601
  Prop: p_cs_locker_01_s | Count: 1
  Prop: prop_ld_int_safe_01 | Count: 3
  Prop: h4_prop_h4_safe_01a | Count: 1
  Total props in house: 5
House ID: 602
  Prop: ch_prop_ch_service_locker_01a | Count: 1
  Prop: prop_weed_01 | Count: 1
  Prop: prop_bskball_01 | Count: 1
  Prop: v_res_m_armoire | Count: 1
  Prop: ex_prop_ex_tv_flat_01 | Count: 1
  Prop: p_v_43_safe_s | Count: 1
  Prop: bkr_prop_bkr_cash_scatter_01 | Count: 1
  Prop: bkr_prop_weed_drying_02a | Count: 1
  Total props in house: 8
House ID: 92
  Prop: hei_heist_bed_chestdrawer_04 | Count: 1
  Prop: bkr_prop_gunlocker_01a | Count: 1
  Total props in house: 2
House ID: 605
  Prop: w_ar_assaultrifle | Count: 1
  Prop: w_ar_carbinerifle_mag1 | Count: 1
  Prop: apa_mp_h_str_sideboardm_03 | Count: 1
  Prop: w_sb_smg | Count: 1
  Prop: w_sb_microsmg | Count: 1
  Prop: w_sr_marksmanrifle_mag2 | Count: 1
  Prop: w_at_ar_supp | Count: 1
  Prop: w_sb_assaultsmg_mag2 | Count: 1
  Prop: apa_mp_h_str_sideboardl_06 | Count: 1
  Prop: w_sg_pumpshotgun | Count: 1
  Prop: w_ar_carbinerifle | Count: 1
  Prop: h4_prop_h4_safe_01a | Count: 1
  Total props in house: 12
House ID: 94
  Prop: vw_prop_vw_wallart_141a | Count: 1
  Prop: hei_heist_lit_lightpendant_003 | Count: 1
  Prop: bkr_prop_biker_pendant_light | Count: 1
  Prop: prop_wall_light_05c | Count: 1
  Prop: prop_wall_light_05a | Count: 6
  Prop: prop_wall_light_17a | Count: 4
  Total props in house: 14
House ID: 607
  Prop: v_ret_gc_chair01 | Count: 3
  Prop: hei_heist_acc_rugwooll_01 | Count: 1
  Prop: v_res_fridgemoda | Count: 1
  Prop: prop_chall_lamp_02 | Count: 3
  Prop: v_res_tt_pornmag02 | Count: 1
  Prop: v_res_r_figclown | Count: 1
  Prop: v_res_r_figoblisk | Count: 1
  Prop: prop_wall_light_15a | Count: 2
  Prop: apa_mp_h_acc_rugwoolm_01 | Count: 1
  Prop: v_res_r_figauth2 | Count: 1
  Prop: v_res_fh_fruitbowl | Count: 1
  Prop: apa_mp_h_str_avunitl_01_b | Count: 1
  Prop: prop_wall_light_03a | Count: 2
  Prop: v_res_r_figcat | Count: 1
  Prop: apa_mp_h_str_avunitl_04 | Count: 1
  Prop: apa_mp_h_stn_sofacorn_09 | Count: 1
  Prop: prop_wall_light_02a | Count: 13
  Prop: prop_vend_fridge01 | Count: 1
  Prop: v_res_mbottoman | Count: 2
  Prop: apa_mp_h_din_table_11 | Count: 1
  Prop: prop_chair_04b | Count: 8
  Prop: v_res_tt_porndvd01 | Count: 1
  Prop: apa_mp_h_acc_rugwoolm_03 | Count: 1
  Prop: apa_mp_h_acc_artwallm_04 | Count: 1
  Prop: v_res_mflowers | Count: 2
  Total props in house: 52
House ID: 96
  Prop: prop_yacht_seat_03 | Count: 4
  Prop: apa_mp_h_acc_fruitbowl_02 | Count: 1
  Prop: v_res_cakedome | Count: 1
  Prop: vw_prop_vw_cinema_tv_01 | Count: 2
  Prop: prop_plant_int_01a | Count: 1
  Prop: prop_chall_lamp_02 | Count: 2
  Prop: vw_prop_vw_key_cabinet_01a | Count: 1
  Prop: prop_yacht_seat_02 | Count: 1
  Prop: prop_cctv_pole_04 | Count: 1
  Prop: prop_yacht_seat_01 | Count: 1
  Prop: apa_mp_h_lit_lightpendant_05b | Count: 1
  Prop: apa_mp_h_lit_floorlamp_05 | Count: 1
  Prop: v_res_fh_diningtable | Count: 1
  Prop: apa_mp_h_yacht_bed_02 | Count: 1
  Prop: prop_wall_light_06a | Count: 11
  Prop: apa_mp_h_tab_coffee_07 | Count: 1
  Prop: hei_heist_str_sideboardl_02 | Count: 1
  Prop: apa_mp_h_stn_chairstrip_05 | Count: 1
  Prop: prop_cs_bowie_knife | Count: 1
  Prop: ba_prop_battle_lights_ceiling_l_f | Count: 2
  Prop: prop_yacht_table_03 | Count: 1
  Prop: hei_heist_str_avunitl_03 | Count: 1
  Prop: prop_plant_int_04a | Count: 1
  Prop: prop_micro_01 | Count: 1
  Prop: apa_mp_h_lit_floorlamp_13 | Count: 2
  Prop: prop_chair_04b | Count: 6
  Prop: bkr_prop_biker_barstool_03 | Count: 3
  Prop: sf_prop_v_43_safe_s_gd_01a | Count: 1
  Prop: apa_mp_h_stn_sofacorn_10 | Count: 1
  Prop: prop_cctv_cam_01a | Count: 1
  Total props in house: 54
House ID: 609
  Prop: v_res_printer | Count: 1
  Prop: v_res_fh_dineeamesc | Count: 8
  Prop: v_res_fa_chopbrd | Count: 1
  Prop: prop_wall_light_05a | Count: 13
  Prop: vw_prop_vw_wallart_131a | Count: 1
  Prop: ba_prop_battle_dj_mixer_01c | Count: 1
  Prop: ch_prop_ch_wallart_05a | Count: 1
  Prop: prop_el_guitar_03 | Count: 1
  Prop: apa_mp_h_acc_coffeemachine_01 | Count: 1
  Prop: apa_mp_h_yacht_coffee_table_02 | Count: 1
  Prop: ex_mp_h_acc_vase_05 | Count: 1
  Prop: v_res_pcheadset | Count: 1
  Prop: prop_acc_guitar_01 | Count: 1
  Prop: ex_mp_h_din_table_11 | Count: 1
  Prop: prop_toaster_01 | Count: 1
  Prop: ch_prop_ch_wallart_07a | Count: 1
  Prop: prop_el_guitar_01 | Count: 1
  Prop: v_ret_gc_trays | Count: 1
  Prop: prop_cs_keyboard_01 | Count: 1
  Prop: v_res_mutensils | Count: 1
  Prop: vw_prop_vw_key_cabinet_01a | Count: 1
  Prop: v_ret_gc_clock | Count: 1
  Prop: apa_mp_h_yacht_side_table_02 | Count: 1
  Prop: vw_prop_casino_art_car_08a | Count: 1
  Prop: prop_controller_01 | Count: 1
  Prop: vw_prop_vw_wallart_132a | Count: 1
  Prop: prop_microwave_1 | Count: 1
  Prop: apa_mp_h_lampbulb_multiple_a | Count: 1
  Prop: prop_pot_rack | Count: 1
  Prop: apa_mp_h_str_sideboards_02 | Count: 2
  Prop: v_res_monitor | Count: 2
  Prop: apa_mp_h_yacht_barstool_01 | Count: 4
  Prop: apa_mp_h_acc_fruitbowl_02 | Count: 1
  Prop: xs_prop_arena_tablet_drone_01 | Count: 1
  Prop: prop_cs_cashenvelope | Count: 1
  Prop: prop_ld_cont_light_01 | Count: 14
  Prop: prop_knife_stand | Count: 1
  Prop: vw_prop_casino_art_plant_01a | Count: 2
  Prop: v_res_pestle | Count: 1
  Prop: hei_prop_heist_rolladex | Count: 1
  Prop: v_res_mousemat | Count: 1
  Prop: ex_prop_offchair_exec_03 | Count: 1
  Prop: v_res_r_fighorsestnd | Count: 1
  Prop: prop_cs_whiskey_bottle | Count: 1
  Prop: prop_bush_neat_03 | Count: 3
  Prop: ex_mp_h_off_sofa_02 | Count: 2
  Prop: ch_prop_ch_wallart_06a | Count: 1
  Prop: prop_kettle | Count: 1
  Prop: prop_bottle_brandy | Count: 1
  Prop: prop_dyn_pc_02 | Count: 1
  Prop: prop_coathook_01 | Count: 1
  Prop: apa_mp_h_str_sideboardl_06 | Count: 1
  Prop: vw_prop_casino_art_head_01a | Count: 1
  Prop: ex_prop_ex_tv_flat_01 | Count: 1
  Prop: prop_foodprocess_01 | Count: 1
  Prop: vw_prop_casino_art_car_03a | Count: 1
  Prop: v_res_sculpt_decf | Count: 1
  Prop: ch_prop_ch_wallart_08a | Count: 1
  Prop: prop_ceramic_jug_01 | Count: 1
  Prop: ch_prop_ch_wallart_09a | Count: 1
  Prop: apa_mp_h_acc_plant_tall_01 | Count: 2
  Total props in house: 103
House ID: 610
  Total props in house: 0
House ID: 611
  Prop: apa_mp_h_str_shelffreel_01 | Count: 1
  Prop: prop_wall_light_04a | Count: 2
  Prop: hei_heist_kit_bin_01 | Count: 1
  Prop: prop_beer_neon_03 | Count: 1
  Prop: bkr_prop_bkr_cash_roll_01 | Count: 1
  Prop: apa_mp_h_lit_floorlamp_13 | Count: 2
  Prop: ba_prop_battle_lights_ceiling_l_e | Count: 2
  Prop: xm_prop_x17_screens_02a | Count: 1
  Prop: v_ret_gc_bag02 | Count: 1
  Prop: prop_el_guitar_02 | Count: 1
  Prop: v_res_fh_diningtable | Count: 1
  Prop: prop_wall_light_03a | Count: 6
  Prop: prop_speaker_01 | Count: 2
  Prop: as_prop_as_laptop_01a | Count: 1
  Prop: xm_prop_lab_desk_01 | Count: 1
  Prop: v_ret_ta_skull | Count: 1
  Prop: w_pi_pistol50 | Count: 1
  Prop: apa_mp_h_tab_coffee_08 | Count: 1
  Prop: vw_prop_casino_art_skull_01a | Count: 1
  Prop: prop_t_coffe_table_02 | Count: 1
  Prop: ch_prop_ch_tunnel_worklight | Count: 3
  Prop: ch_prop_vault_painting_01c | Count: 1
  Prop: prop_chair_04b | Count: 6
  Prop: apa_mp_h_lampbulb_multiple_a | Count: 1
  Prop: prop_tv_flat_02 | Count: 1
  Prop: ba_prop_battle_control_seat | Count: 1
  Prop: ba_prop_battle_club_chair_02 | Count: 1
  Prop: apa_mp_h_str_avunits_04 | Count: 1
  Prop: apa_mp_h_acc_plant_palm_01 | Count: 1
  Prop: v_res_fh_fruitbowl | Count: 1
  Prop: xm_prop_base_staff_desk_01 | Count: 1
  Prop: hei_heist_lit_lamptable_04 | Count: 2
  Prop: v_res_fh_sidebrddine | Count: 1
  Prop: prop_wall_light_05c | Count: 1
  Prop: prop_chall_lamp_02 | Count: 1
  Prop: vw_prop_casino_art_plant_01a | Count: 2
  Prop: sf_prop_v_43_safe_s_bk_01a | Count: 1
  Prop: apa_mp_h_bed_with_table_02 | Count: 2
  Prop: w_pi_heavypistol | Count: 1
  Prop: apa_mp_h_floorlamp_a | Count: 1
  Prop: apa_mp_h_acc_tray_01 | Count: 1
  Prop: hei_heist_str_avunitl_01 | Count: 1
  Prop: prop_wall_light_17b | Count: 1
  Prop: v_serv_cupboard_01 | Count: 1
  Prop: prop_el_guitar_03 | Count: 1
  Prop: prop_wall_light_17a | Count: 1
  Prop: apa_mp_h_acc_rugwoolm_01 | Count: 1
  Prop: ex_mp_h_off_sofa_01 | Count: 1
  Prop: apa_mp_h_stn_sofacorn_08 | Count: 1
  Prop: prop_el_guitar_01 | Count: 1
  Prop: apa_mp_h_lit_lamptable_09 | Count: 2
  Prop: ex_prop_ex_tv_flat_01 | Count: 1
  Prop: prop_big_bag_01 | Count: 1
  Prop: w_sg_pumpshotgun | Count: 1
  Prop: apa_mp_h_stn_sofacorn_10 | Count: 1
  Prop: h4_prop_battle_lights_wall_l_b | Count: 6
  Prop: apa_mp_h_yacht_barstool_01 | Count: 2
  Prop: apa_mp_h_acc_artwallm_04 | Count: 1
  Prop: h4_prop_h4_safe_01a | Count: 3
  Total props in house: 87
House ID: 612
  Total props in house: 0
House ID: 614
  Prop: apa_mp_h_str_shelffreel_01 | Count: 1
  Prop: apa_mp_h_din_table_05 | Count: 1
  Prop: prop_table_08_chr | Count: 1
  Prop: apa_mp_h_str_sideboardl_11 | Count: 1
  Prop: ba_prop_battle_club_speaker_array | Count: 2
  Prop: prop_wall_light_05c | Count: 24
  Prop: prop_sh_bong_01 | Count: 1
  Prop: apa_mp_h_acc_rugwools_01 | Count: 1
  Prop: apa_mp_h_yacht_coffee_table_02 | Count: 1
  Prop: apa_mp_h_yacht_bed_01 | Count: 1
  Prop: apa_mp_h_lit_lightpendant_05b | Count: 1
  Prop: apa_mp_h_acc_artwalll_03 | Count: 1
  Prop: sf_prop_v_43_safe_s_gd_01a | Count: 2
  Prop: v_res_tre_tree | Count: 2
  Prop: v_res_fa_lamp1on | Count: 2
  Prop: vw_prop_vw_colle_alien | Count: 1
  Prop: hei_heist_acc_rugwooll_03 | Count: 4
  Prop: apa_mp_h_bathtub_01 | Count: 1
  Prop: ba_prop_battle_club_speaker_large | Count: 2
  Prop: vw_prop_vw_cinema_tv_01 | Count: 1
  Prop: apa_mp_h_acc_plant_tall_01 | Count: 1
  Prop: apa_mp_h_stn_sofacorn_09 | Count: 2
  Prop: apa_mp_h_str_shelffloorm_02 | Count: 2
  Prop: prop_chair_04b | Count: 5
  Prop: v_res_fh_sidebrddine | Count: 1
  Prop: w_sg_pumpshotgun | Count: 1
  Prop: hei_heist_acc_rugwooll_02 | Count: 1
  Prop: v_res_mdbedtable | Count: 2
  Total props in house: 66
House ID: 615
  Total props in house: 0
House ID: 104
  Prop: hei_heist_str_sideboardl_03 | Count: 2
  Prop: prop_oldlight_01c | Count: 2
  Prop: vw_prop_casino_art_plant_02a | Count: 1
  Prop: v_res_fridgemoda | Count: 1
  Prop: prop_beer_neon_03 | Count: 1
  Prop: prop_peanut_bowl_01 | Count: 1
  Prop: v_corp_tallcabdark01 | Count: 1
  Prop: ex_prop_tv_settop_remote | Count: 1
  Prop: vw_prop_vw_wallart_20a | Count: 1
  Prop: p_watch_01 | Count: 1
  Prop: prop_plant_int_02b | Count: 1
  Prop: prop_bar_pump_01 | Count: 1
  Prop: vw_prop_casino_art_mod_03b_b | Count: 1
  Prop: vw_prop_vw_wallart_139a | Count: 1
  Prop: apa_p_h_acc_artwallm_01 | Count: 2
  Prop: apa_mp_h_str_shelfwallm_01 | Count: 2
  Prop: v_ret_j_flowerdisp | Count: 1
  Prop: prop_toilet_roll_02 | Count: 1
  Prop: prop_knife_stand | Count: 1
  Prop: hei_heist_din_table_06 | Count: 1
  Prop: apa_p_h_acc_artwalls_04 | Count: 1
  Prop: ch_prop_arcade_invade_01a | Count: 1
  Prop: p_v_med_p_sofa_s | Count: 1
  Prop: apa_mp_h_lit_lightpendant_01 | Count: 1
  Prop: prop_chall_lamp_02 | Count: 7
  Prop: v_corp_servercln | Count: 1
  Prop: p_new_j_counter_02 | Count: 6
  Prop: prop_exercisebike | Count: 1
  Prop: v_res_fh_fruitbowl | Count: 1
  Prop: prop_coathook_01 | Count: 1
  Prop: apa_mp_h_str_sideboardl_13 | Count: 1
  Prop: ch_prop_arcade_degenatron_01a | Count: 1
  Prop: xm_prop_base_staff_desk_01 | Count: 1
  Prop: apa_mp_h_yacht_barstool_01 | Count: 4
  Prop: prop_pot_plant_05a | Count: 1
  Prop: prop_wall_light_17a | Count: 29
  Prop: xm_prop_x17_laptop_lester_01 | Count: 1
  Prop: prop_console_01 | Count: 1
  Prop: apa_mp_h_lit_floorlamp_13 | Count: 1
  Prop: p_int_jewel_plant_01 | Count: 1
  Prop: v_res_foodjarc | Count: 1
  Prop: prop_acc_guitar_01 | Count: 1
  Prop: v_serv_bs_gelx3 | Count: 1
  Prop: prop_bin_08a | Count: 1
  Prop: v_res_mbottoman | Count: 1
  Prop: v_res_tre_plant | Count: 1
  Prop: sum_prop_arcade_qub3d_01a | Count: 1
  Prop: hei_heist_acc_rugwooll_01 | Count: 1
  Prop: prop_weight_bench_02 | Count: 1
  Prop: prop_beer_neon_02 | Count: 1
  Prop: prop_optic_vodka | Count: 1
  Prop: hei_heist_acc_artgolddisc_03 | Count: 1
  Prop: apa_p_h_acc_artwalls_03 | Count: 1
  Prop: prop_wall_light_06a | Count: 16
  Prop: v_res_tre_tree | Count: 1
  Prop: prop_bottle_brandy | Count: 1
  Prop: apa_p_h_acc_artwalll_01 | Count: 1
  Prop: vw_prop_vw_cinema_tv_01 | Count: 1
  Prop: ex_prop_ex_tv_flat_01 | Count: 1
  Prop: hei_heist_bed_chestdrawer_04 | Count: 3
  Prop: prop_cherenkov_03 | Count: 1
  Prop: p_watch_04 | Count: 1
  Prop: prop_optic_jd | Count: 1
  Prop: v_res_j_coffeetable | Count: 1
  Prop: prop_bottle_macbeth | Count: 1
  Prop: v_res_cakedome | Count: 1
  Prop: gr_dlc_gr_yacht_props_table_03 | Count: 1
  Prop: prop_wall_light_05a | Count: 3
  Prop: v_res_fh_laundrybasket | Count: 4
  Prop: hei_heist_acc_artgolddisc_01 | Count: 2
  Prop: prop_weight_rack_02 | Count: 1
  Prop: v_ret_gc_clock | Count: 1
  Prop: prop_speaker_01 | Count: 2
  Prop: vw_prop_vw_wallart_166a | Count: 7
  Prop: prop_golf_bag_01c | Count: 1
  Prop: v_ret_j_flowerdisp_white | Count: 1
  Prop: vw_prop_casino_art_plant_12a | Count: 1
  Prop: apa_mp_h_str_sideboardl_14 | Count: 1
  Prop: prop_fib_plant_02 | Count: 1
  Prop: ex_mp_h_acc_vase_flowers_01 | Count: 1
  Prop: prop_plant_int_01b | Count: 1
  Prop: prop_bottle_cognac | Count: 1
  Prop: prop_joshua_tree_02b | Count: 1
  Prop: p_int_jewel_plant_02 | Count: 1
  Prop: prop_ld_keypad_01 | Count: 1
  Prop: v_res_tre_lightfan | Count: 1
  Prop: prop_pc_02a | Count: 1
  Prop: v_res_foodjara | Count: 1
  Prop: vw_prop_vw_wallart_159a | Count: 1
  Prop: vw_prop_vw_wallart_167a | Count: 7
  Prop: apa_p_h_acc_artwalll_03 | Count: 1
  Prop: prop_table_08 | Count: 1
  Prop: prop_ld_suitcase_02 | Count: 1
  Prop: prop_drink_redwine | Count: 1
  Prop: apa_mp_h_yacht_bed_01 | Count: 1
  Prop: xm_prop_x17_tablet_01 | Count: 1
  Prop: prop_beer_stzopen | Count: 2
  Prop: prop_food_sugarjar | Count: 1
  Prop: prop_cava | Count: 1
  Prop: v_res_foodjarb | Count: 1
  Prop: ex_mp_h_acc_artwallm_03 | Count: 1
  Prop: hei_heist_acc_rugwooll_03 | Count: 2
  Prop: v_res_pcheadset | Count: 1
  Prop: vw_prop_casino_art_gun_02a | Count: 1
  Prop: gr_dlc_gr_yacht_props_table_02 | Count: 1
  Prop: prop_joshua_tree_02c | Count: 1
  Prop: prop_wok | Count: 1
  Prop: prop_yacht_lounger | Count: 1
  Prop: prop_toaster_01 | Count: 1
  Prop: v_res_fa_sponge01 | Count: 1
  Prop: apa_mp_h_stn_sofacorn_08 | Count: 1
  Prop: v_res_m_palmstairs | Count: 2
  Prop: v_res_mflowers | Count: 1
  Prop: v_res_skateboard | Count: 1
  Prop: prop_wall_light_04a | Count: 2
  Prop: v_res_m_bananaplant | Count: 2
  Prop: bkr_prop_moneypack_02a | Count: 1
  Prop: apa_mp_h_acc_artwalll_01 | Count: 1
  Prop: ex_prop_exec_cashpile | Count: 5
  Prop: p_watch_06 | Count: 1
  Prop: v_res_mvasechinese | Count: 1
  Prop: apa_mp_h_acc_dec_head_01 | Count: 1
  Prop: v_ilev_mm_faucet | Count: 1
  Prop: p_watch_05 | Count: 1
  Prop: bkr_prop_biker_garage_locker_01 | Count: 1
  Prop: prop_tequila_bottle | Count: 2
  Prop: prop_el_guitar_02 | Count: 1
  Prop: hei_heist_stn_chairarm_06 | Count: 3
  Prop: prop_wall_light_03a | Count: 41
  Prop: prop_table_08_chr | Count: 2
  Prop: prop_bush_grape_01 | Count: 3
  Prop: prop_wall_light_07a | Count: 2
  Prop: apa_mp_h_lit_lamptable_005 | Count: 2
  Prop: hei_heist_acc_artgolddisc_02 | Count: 1
  Prop: ch_prop_arcade_race_01a | Count: 1
  Prop: vw_prop_vw_wallart_168a | Count: 8
  Prop: prop_weight_squat | Count: 1
  Prop: prop_gold_bar | Count: 6
  Prop: v_res_tre_mixer | Count: 1
  Prop: hei_heist_str_avunitl_03 | Count: 1
  Prop: apa_mp_h_ceiling_light_02 | Count: 5
  Prop: ba_prop_club_champset | Count: 1
  Prop: w_pi_pistol50 | Count: 1
  Prop: v_res_mbsink | Count: 1
  Prop: v_res_tre_storagebox | Count: 1
  Prop: h4_prop_h4_safe_01a | Count: 1
  Prop: prop_cherenkov_02 | Count: 1
  Prop: prop_wall_light_08a | Count: 5
  Prop: prop_el_guitar_01 | Count: 1
  Prop: prop_muscle_bench_04 | Count: 1
  Prop: apa_mp_h_acc_plant_palm_01 | Count: 1
  Prop: vw_prop_vw_wallart_36a | Count: 1
  Prop: prop_joshua_tree_01c | Count: 1
  Prop: vw_prop_casino_art_plant_01a | Count: 24
  Prop: prop_table_06_chr | Count: 4
  Prop: prop_weight_rack_01 | Count: 1
  Prop: vw_prop_vw_wallart_158a | Count: 1
  Prop: apa_mp_h_lit_lightpendant_05b | Count: 1
  Prop: v_prop_floatcandle | Count: 14
  Prop: apa_mp_h_yacht_side_table_01 | Count: 2
  Prop: prop_yaught_sofa_01 | Count: 2
  Prop: prop_plant_int_05a | Count: 7
  Prop: prop_el_guitar_03 | Count: 1
  Prop: prop_fbibombplant | Count: 1
  Prop: v_res_mutensils | Count: 1
  Prop: v_res_fa_chopbrd | Count: 1
  Prop: prop_plant_int_04b | Count: 2
  Prop: prop_fib_plant_01 | Count: 1
  Prop: apa_mp_h_bathtub_01 | Count: 1
  Prop: v_med_cor_hose | Count: 1
  Prop: ba_prop_battle_control_seat | Count: 1
  Prop: prop_bar_fridge_04 | Count: 1
  Prop: ch_prop_ch_lamp_ceiling_w_01b | Count: 1
  Prop: ch_prop_arcade_penetrator_01a | Count: 1
  Prop: apa_p_h_acc_artwalll_04 | Count: 1
  Prop: hei_heist_acc_rugwooll_02 | Count: 1
  Prop: vw_prop_casino_art_plant_11a | Count: 1
  Total props in house: 384
House ID: 106
  Prop: prop_pot_plant_6a | Count: 3
  Prop: v_res_cakedome | Count: 1
  Prop: prop_wall_light_05a | Count: 1
  Prop: apa_mp_h_lit_lamptable_09 | Count: 2
  Prop: prop_ld_int_safe_01 | Count: 1
  Prop: prop_speaker_01 | Count: 2
  Prop: v_club_vusnaketank | Count: 1
  Prop: hei_heist_din_table_07 | Count: 1
  Prop: apa_mp_h_lit_lightpendant_05b | Count: 1
  Prop: prop_t_coffe_table_02 | Count: 1
  Prop: ex_mp_h_acc_dec_plate_02 | Count: 1
  Prop: ba_prop_int_edgy_table_02 | Count: 2
  Prop: apa_mp_h_acc_rugwoolm_02 | Count: 1
  Prop: prop_cs_remote_01 | Count: 1
  Prop: v_res_tre_mixer | Count: 1
  Prop: prop_cs_plate_01 | Count: 1
  Prop: prop_watercooler | Count: 1
  Prop: prop_mug_04 | Count: 1
  Prop: apa_mp_h_acc_dec_head_01 | Count: 1
  Prop: apa_mp_h_acc_artwalll_03 | Count: 1
  Prop: prop_bush_ivy_01_1m | Count: 1
  Prop: prop_cs_sink_filler_02 | Count: 1
  Prop: apa_mp_h_str_sideboardl_06 | Count: 1
  Prop: hei_heist_acc_rugwooll_01 | Count: 1
  Prop: apa_mp_h_acc_rugwoolm_04 | Count: 1
  Prop: apa_mp_h_str_sideboardl_11 | Count: 1
  Prop: v_ret_gc_clock | Count: 1
  Prop: sf_prop_v_43_safe_s_gd_01a | Count: 1
  Prop: apa_mp_h_acc_fruitbowl_02 | Count: 1
  Prop: v_res_tre_sideboard | Count: 1
  Prop: apa_mp_h_str_shelfwallm_01 | Count: 1
  Prop: p_cs_cuffs_02_s | Count: 1
  Prop: prop_micro_02 | Count: 1
  Prop: apa_mp_h_floorlamp_a | Count: 2
  Prop: apa_mp_h_yacht_bed_01 | Count: 1
  Prop: prop_bush_med_03 | Count: 3
  Prop: apa_mp_h_lit_floorlamp_10 | Count: 1
  Prop: prop_wall_light_06a | Count: 5
  Prop: v_res_mchopboard | Count: 1
  Prop: v_med_p_planter | Count: 1
  Prop: prop_coathook_01 | Count: 2
  Prop: hei_heist_acc_rugwooll_03 | Count: 1
  Prop: v_prop_floatcandle | Count: 1
  Prop: v_res_fridgemodsml | Count: 1
